feature,kind,n_cell_lines
SOX4 (6659)_damaging,damaging,3
CASC15 (401237)_damaging,damaging,2
PRL (5617)_damaging,damaging,0
HDGFL1 (154150)_damaging,damaging,4
NRSN1 (140767)_damaging,damaging,5
DCDC2 (51473)_damaging,damaging,4
MRS2 (57380)_damaging,damaging,3
GPLD1 (2822)_damaging,damaging,3
ALDH5A1 (7915)_damaging,damaging,1
KIAA0319 (9856)_damaging,damaging,5
TDP2 (51567)_damaging,damaging,1
ACOT13 (55856)_damaging,damaging,1
C6orf62 (81688)_damaging,damaging,2
GMNN (51053)_damaging,damaging,4
RIPOR2 (9750)_damaging,damaging,8
CARMIL1 (55604)_damaging,damaging,6
SCGN (10590)_damaging,damaging,1
H2AC1 (221613)_damaging,damaging,1
H2BC1 (255626)_damaging,damaging,0
SLC17A4 (10050)_damaging,damaging,2
SLC17A1 (6568)_damaging,damaging,2
SLC17A3 (10786)_damaging,damaging,1
SLC17A2 (10246)_damaging,damaging,2
TRIM38 (10475)_damaging,damaging,3
H1-1 (3024)_damaging,damaging,2
H4C1 (8359)_damaging,damaging,1
H3C2 (8358)_damaging,damaging,2
H2AC4 (8335)_damaging,damaging,0
H2BC3 (3018)_damaging,damaging,0
H3C3 (8352)_damaging,damaging,5
H1-2 (3006)_damaging,damaging,9
HFE (3077)_damaging,damaging,1
H4C3 (8364)_damaging,damaging,2
H1-6 (3010)_damaging,damaging,1
H2BC4 (8347)_damaging,damaging,0
H2AC6 (8334)_damaging,damaging,4
H1-4 (3008)_damaging,damaging,3
H2BC5 (3017)_damaging,damaging,3
H2BC6 (8344)_damaging,damaging,2
H4C4 (8360)_damaging,damaging,1
H3C4 (8351)_damaging,damaging,0
H2AC7 (3013)_damaging,damaging,1
H2BC7 (8343)_damaging,damaging,3
H4C5 (8367)_damaging,damaging,5
H2BC8 (8339)_damaging,damaging,1
H2AC8 (3012)_damaging,damaging,1
H3C6 (8353)_damaging,damaging,2
H1-3 (3007)_damaging,damaging,4
H4C7 (8369)_damaging,damaging,2
H3C7 (8968)_damaging,damaging,1
H2BC9 (8345)_damaging,damaging,0
H4C8 (8365)_damaging,damaging,4
BTN3A2 (11118)_damaging,damaging,5
BTN2A2 (10385)_damaging,damaging,5
BTN3A1 (11119)_damaging,damaging,2
BTN3A3 (10384)_damaging,damaging,1
BTN2A1 (11120)_damaging,damaging,2
BTN1A1 (696)_damaging,damaging,8
HMGN4 (10473)_damaging,damaging,1
ABT1 (29777)_damaging,damaging,2
H2BC11 (8970)_damaging,damaging,3
H2AC11 (8969)_damaging,damaging,3
H4C9 (8294)_damaging,damaging,1
H2BC12 (85236)_damaging,damaging,3
H2AC12 (85235)_damaging,damaging,0
PRSS16 (10279)_damaging,damaging,4
POM121L2 (94026)_damaging,damaging,9
ZNF391 (346157)_damaging,damaging,1
ZNF184 (7738)_damaging,damaging,6
LINC01012 (100507173)_damaging,damaging,1
H2BC13 (8340)_damaging,damaging,1
H2AC13 (8329)_damaging,damaging,1
H2AC14 (8331)_damaging,damaging,2
H2BC14 (8342)_damaging,damaging,3
H4C11 (8363)_damaging,damaging,3
H4C12 (8362)_damaging,damaging,2
H2BC15 (8341)_damaging,damaging,1
H2AC16 (8332)_damaging,damaging,1
H1-5 (3009)_damaging,damaging,6
H3C11 (8354)_damaging,damaging,0
H4C13 (8368)_damaging,damaging,1
H3C12 (8356)_damaging,damaging,2
H2AC17 (8336)_damaging,damaging,2
H2BC17 (8348)_damaging,damaging,0
OR2B2 (81697)_damaging,damaging,2
OR2B6 (26212)_damaging,damaging,2
OR2B8P (65944)_damaging,damaging,1
ZNF165 (7718)_damaging,damaging,1
ZSCAN16 (80345)_damaging,damaging,4
ZKSCAN8 (7745)_damaging,damaging,0
ZKSCAN8P1 (651302)_damaging,damaging,3
ZSCAN9 (7746)_damaging,damaging,7
ZKSCAN4 (387032)_damaging,damaging,4
NKAPL (222698)_damaging,damaging,8
ZSCAN26 (7741)_damaging,damaging,1
PGBD1 (84547)_damaging,damaging,4
ZSCAN31 (64288)_damaging,damaging,4
ZKSCAN3 (80317)_damaging,damaging,3
ZSCAN12 (9753)_damaging,damaging,0
ZSCAN23 (222696)_damaging,damaging,3
GPX6 (257202)_damaging,damaging,2
GPX5 (2880)_damaging,damaging,1
SCAND3 (114821)_damaging,damaging,8
TRIM27 (5987)_damaging,damaging,3
ZNF311 (282890)_damaging,damaging,8
OR2W1 (26692)_damaging,damaging,5
OR2W1-AS1 (100129636)_damaging,damaging,0
OR2B3 (442184)_damaging,damaging,3
OR2J1 (442185)_damaging,damaging,2
OR2J3 (442186)_damaging,damaging,3
OR2J2 (26707)_damaging,damaging,8
OR14J1 (442191)_damaging,damaging,0
OR5V1 (81696)_damaging,damaging,2
OR12D3 (81797)_damaging,damaging,3
OR12D2 (26529)_damaging,damaging,2
OR12D1 (26530)_damaging,damaging,1
OR11A1 (26531)_damaging,damaging,1
OR10C1 (442194)_damaging,damaging,3
OR2H1 (26716)_damaging,damaging,1
MAS1L (116511)_damaging,damaging,7
LINC01015 (100507362)_damaging,damaging,0
OR2I1P (442197)_damaging,damaging,2
UBD (10537)_damaging,damaging,0
OR2H2 (7932)_damaging,damaging,2
GABBR1 (2550)_damaging,damaging,12
MOG (4340)_damaging,damaging,3
ZFP57 (346171)_damaging,damaging,8
HLA-F (3134)_damaging,damaging,4
MICE (4280)_damaging,damaging,1
HLA-G (3135)_damaging,damaging,0
HLA-A (3105)_damaging,damaging,56
DDX39BP2 (100048923)_damaging,damaging,0
POLR1H (30834)_damaging,damaging,1
RNF39 (80352)_damaging,damaging,3
TRIM31 (11074)_damaging,damaging,2
TRIM40 (135644)_damaging,damaging,2
TRIM10 (10107)_damaging,damaging,3
TRIM15 (89870)_damaging,damaging,2
TRIM26 (7726)_damaging,damaging,7
HCG18 (414777)_damaging,damaging,0
TRIM39 (56658)_damaging,damaging,3
HLA-E (3133)_damaging,damaging,2
GNL1 (2794)_damaging,damaging,1
PRR3 (80742)_damaging,damaging,2
ABCF1 (23)_damaging,damaging,9
PPP1R10 (5514)_damaging,damaging,10
MRPS18B (28973)_damaging,damaging,3
C6orf136 (221545)_damaging,damaging,3
DHX16 (8449)_damaging,damaging,6
PPP1R18 (170954)_damaging,damaging,4
NRM (11270)_damaging,damaging,1
MDC1 (9656)_damaging,damaging,20
TUBB (203068)_damaging,damaging,0
FLOT1 (10211)_damaging,damaging,4
IER3 (8870)_damaging,damaging,1
HCG20 (105375013)_damaging,damaging,1
DDR1-DT (414771)_damaging,damaging,1
DDR1 (780)_damaging,damaging,6
VARS2 (57176)_damaging,damaging,13
MUCL3 (135656)_damaging,damaging,13
NAPGP2 (100422429)_damaging,damaging,0
MUC21 (394263)_damaging,damaging,2
MUC22 (100507679)_damaging,damaging,10
C6orf15 (29113)_damaging,damaging,1
PSORS1C1 (170679)_damaging,damaging,0
CDSN (1041)_damaging,damaging,4
PSORS1C2 (170680)_damaging,damaging,2
CCHCR1 (54535)_damaging,damaging,3
TCF19 (6941)_damaging,damaging,1
POU5F1 (5460)_damaging,damaging,1
HCG27 (253018)_damaging,damaging,1
HLA-C (3107)_damaging,damaging,20
HLA-B (3106)_damaging,damaging,37
MICA (100507436)_damaging,damaging,1
MICB (4277)_damaging,damaging,1
MCCD1 (401250)_damaging,damaging,1
DDX39B (7919)_damaging,damaging,8
ATP6V1G2 (534)_damaging,damaging,2
NFKBIL1 (4795)_damaging,damaging,6
LTA (4049)_damaging,damaging,5
TNF (7124)_damaging,damaging,1
LTB (4050)_damaging,damaging,5
LST1 (7940)_damaging,damaging,1
NCR3 (259197)_damaging,damaging,2
AIF1 (199)_damaging,damaging,2
PRRC2A (7916)_damaging,damaging,21
BAG6 (7917)_damaging,damaging,13
APOM (55937)_damaging,damaging,3
C6orf47 (57827)_damaging,damaging,1
GPANK1 (7918)_damaging,damaging,4
CSNK2B (1460)_damaging,damaging,2
LY6G5B (58496)_damaging,damaging,3
LY6G5C (80741)_damaging,damaging,2
ABHD16A (7920)_damaging,damaging,3
LY6G6F (259215)_damaging,damaging,1
LY6G6D (58530)_damaging,damaging,0
LY6G6C (80740)_damaging,damaging,1
MPIG6B (80739)_damaging,damaging,2
DDAH2 (23564)_damaging,damaging,2
CLIC1 (1192)_damaging,damaging,1
MSH5 (4439)_damaging,damaging,7
SAPCD1 (401251)_damaging,damaging,4
VWA7 (80737)_damaging,damaging,8
VARS1 (7407)_damaging,damaging,6
HSPA1L (3305)_damaging,damaging,2
SLC44A4 (80736)_damaging,damaging,5
EHMT2 (10919)_damaging,damaging,8
ZBTB12 (221527)_damaging,damaging,1
C2 (717)_damaging,damaging,5
CFB (629)_damaging,damaging,0
NELFE (7936)_damaging,damaging,9
SKIC2 (6499)_damaging,damaging,9
DXO (1797)_damaging,damaging,1
STK19 (8859)_damaging,damaging,5
TNXB (7148)_damaging,damaging,16
ATF6B (1388)_damaging,damaging,7
FKBPL (63943)_damaging,damaging,3
PRRT1 (80863)_damaging,damaging,5
PPT2 (9374)_damaging,damaging,4
EGFL8 (80864)_damaging,damaging,4
AGPAT1 (10554)_damaging,damaging,2
RNF5 (6048)_damaging,damaging,2
AGER (177)_damaging,damaging,6
GPSM3 (63940)_damaging,damaging,2
NOTCH4 (4855)_damaging,damaging,20
TSBP1 (10665)_damaging,damaging,2
BTNL2 (56244)_damaging,damaging,0
HLA-DRA (3122)_damaging,damaging,2
HLA-DRB5 (3127)_damaging,damaging,10
HLA-DRB6 (Unknown)_damaging,damaging,2
HLA-DRB1 (3123)_damaging,damaging,1
HLA-DQB1 (3119)_damaging,damaging,0
HLA-DQB2 (3120)_damaging,damaging,2
HLA-DOB (3112)_damaging,damaging,4
TAP2 (6891)_damaging,damaging,6
PSMB8 (5696)_damaging,damaging,2
TAP1 (6890)_damaging,damaging,3
PSMB9 (5698)_damaging,damaging,2
HLA-DMB (3109)_damaging,damaging,1
HLA-DMA (3108)_damaging,damaging,1
BRD2 (6046)_damaging,damaging,7
HLA-DOA (3111)_damaging,damaging,3
HLA-DPA1 (3113)_damaging,damaging,1
HLA-DPB1 (3115)_damaging,damaging,1
HLA-DPA2 (646702)_damaging,damaging,1
COL11A2 (1302)_damaging,damaging,24
RXRB (6257)_damaging,damaging,2
SLC39A7 (7922)_damaging,damaging,3
HSD17B8 (7923)_damaging,damaging,0
RING1 (6015)_damaging,damaging,9
VPS52 (6293)_damaging,damaging,2
RPS18 (6222)_damaging,damaging,2
B3GALT4 (8705)_damaging,damaging,3
WDR46 (9277)_damaging,damaging,6
PFDN6 (10471)_damaging,damaging,1
RGL2 (5863)_damaging,damaging,10
TAPBP (6892)_damaging,damaging,3
ZBTB22 (9278)_damaging,damaging,4
DAXX (1616)_damaging,damaging,10
SMIM40 (113523636)_damaging,damaging,0
KIFC1 (3833)_damaging,damaging,3
PHF1 (5252)_damaging,damaging,8
CUTA (51596)_damaging,damaging,1
SYNGAP1 (8831)_damaging,damaging,10
ZBTB9 (221504)_damaging,damaging,2
BAK1 (578)_damaging,damaging,4
ITPR3 (3710)_damaging,damaging,13
UQCC2 (84300)_damaging,damaging,0
IP6K3 (117283)_damaging,damaging,3
LEMD2 (221496)_damaging,damaging,0
MLN (4295)_damaging,damaging,3
GRM4 (2914)_damaging,damaging,7
HMGA1 (3159)_damaging,damaging,3
SMIM29 (221491)_damaging,damaging,2
NUDT3 (11165)_damaging,damaging,2
RPS10 (6204)_damaging,damaging,1
PACSIN1 (29993)_damaging,damaging,3
SPDEF (25803)_damaging,damaging,3
ILRUN (64771)_damaging,damaging,2
SNRPC (6631)_damaging,damaging,3
BLTP3A (54887)_damaging,damaging,11
TAF11 (6882)_damaging,damaging,1
ANKS1A (23294)_damaging,damaging,4
TCP11 (6954)_damaging,damaging,9
SCUBE3 (222663)_damaging,damaging,5
ZNF76 (7629)_damaging,damaging,5
DEF6 (50619)_damaging,damaging,0
PPARD (5467)_damaging,damaging,4
FANCE (2178)_damaging,damaging,4
RPL10A (4736)_damaging,damaging,4
TEAD3 (7005)_damaging,damaging,1
TULP1 (7287)_damaging,damaging,5
FKBP5 (2289)_damaging,damaging,6
ARMC12 (221481)_damaging,damaging,2
CLPSL2 (389383)_damaging,damaging,0
CLPSL1 (340204)_damaging,damaging,0
CLPS (1208)_damaging,damaging,0
LHFPL5 (222662)_damaging,damaging,1
SRPK1 (6732)_damaging,damaging,5
SLC26A8 (116369)_damaging,damaging,3
MAPK14 (1432)_damaging,damaging,1
MAPK13 (5603)_damaging,damaging,1
BRPF3 (27154)_damaging,damaging,2
PNPLA1 (285848)_damaging,damaging,2
BNIP5 (389384)_damaging,damaging,6
ETV7 (51513)_damaging,damaging,0
PXT1 (222659)_damaging,damaging,1
KCTD20 (222658)_damaging,damaging,4
STK38 (11329)_damaging,damaging,6
SRSF3 (6428)_damaging,damaging,2
CDKN1A (1026)_damaging,damaging,8
RAB44 (401258)_damaging,damaging,0
CPNE5 (57699)_damaging,damaging,2
C6orf89 (221477)_damaging,damaging,3
PI16 (221476)_damaging,damaging,1
MTCH1 (23787)_damaging,damaging,4
FGD2 (221472)_damaging,damaging,4
PIM1 (5292)_damaging,damaging,3
TMEM217B (121725057)_damaging,damaging,0
TMEM217 (221468)_damaging,damaging,3
TBC1D22B (55633)_damaging,damaging,3
RNF8 (9025)_damaging,damaging,1
CMTR1 (23070)_damaging,damaging,4
CCDC167 (154467)_damaging,damaging,2
MDGA1 (266727)_damaging,damaging,6
ZFAND3 (60685)_damaging,damaging,2
BTBD9 (114781)_damaging,damaging,2
GLO1 (2739)_damaging,damaging,1
DNAH8 (1769)_damaging,damaging,30
GLP1R (2740)_damaging,damaging,1
SAYSD1 (55776)_damaging,damaging,0
KCNK5 (8645)_damaging,damaging,1
KCNK17 (89822)_damaging,damaging,2
KCNK16 (83795)_damaging,damaging,2
KIF6 (221458)_damaging,damaging,11
DAAM2 (23500)_damaging,damaging,6
MOCS1 (4337)_damaging,damaging,4
LINC00951 (401260)_damaging,damaging,1
LRFN2 (57497)_damaging,damaging,10
UNC5CL (222643)_damaging,damaging,2
APOBEC2 (10930)_damaging,damaging,0
OARD1 (221443)_damaging,damaging,1
NFYA (4800)_damaging,damaging,0
ADCY10P1 (221442)_damaging,damaging,1
TREML1 (340205)_damaging,damaging,2
TREM2 (54209)_damaging,damaging,2
TREML2 (79865)_damaging,damaging,3
TREML4 (285852)_damaging,damaging,0
TREML5P (221438)_damaging,damaging,1
TREM1 (54210)_damaging,damaging,2
NCR2 (9436)_damaging,damaging,2
FOXP4 (116113)_damaging,damaging,6
MDFI (4188)_damaging,damaging,2
TFEB (7942)_damaging,damaging,3
PGC (5225)_damaging,damaging,5
FRS3 (10817)_damaging,damaging,7
PRICKLE4 (29964)_damaging,damaging,6
USP49 (25862)_damaging,damaging,1
MED20 (9477)_damaging,damaging,3
BYSL (705)_damaging,damaging,3
CCND3 (896)_damaging,damaging,16
TAF8 (129685)_damaging,damaging,2
C6orf132 (647024)_damaging,damaging,8
CIMIP3 (114841037)_damaging,damaging,0
GUCA1A (2978)_damaging,damaging,4
GUCA1B (2979)_damaging,damaging,2
MRPS10 (55173)_damaging,damaging,10
TRERF1 (55809)_damaging,damaging,6
UBR2 (23304)_damaging,damaging,10
PRPH2 (5961)_damaging,damaging,3
TBCC (6903)_damaging,damaging,0
BICRAL (23506)_damaging,damaging,9
RPL7L1 (285855)_damaging,damaging,2
C6orf226 (441150)_damaging,damaging,1
PTCRA (171558)_damaging,damaging,3
CNPY3 (10695)_damaging,damaging,1
GNMT (27232)_damaging,damaging,0
PEX6 (5190)_damaging,damaging,10
PPP2R5D (5528)_damaging,damaging,5
MEA1 (4201)_damaging,damaging,3
KLHDC3 (116138)_damaging,damaging,1
RRP36 (88745)_damaging,damaging,2
CUL7 (9820)_damaging,damaging,7
MRPL2 (51069)_damaging,damaging,3
KLC4 (89953)_damaging,damaging,1
PTK7 (5754)_damaging,damaging,10
SRF (6722)_damaging,damaging,1
CUL9 (23113)_damaging,damaging,12
DNPH1 (10591)_damaging,damaging,1
TTBK1 (84630)_damaging,damaging,9
SLC22A7 (10864)_damaging,damaging,0
CRIP3 (401262)_damaging,damaging,0
ZNF318 (24149)_damaging,damaging,15
ABCC10 (89845)_damaging,damaging,4
DLK2 (65989)_damaging,damaging,2
TJAP1 (93643)_damaging,damaging,2
LRRC73 (221424)_damaging,damaging,3
YIPF3 (25844)_damaging,damaging,1
POLR1C (9533)_damaging,damaging,0
XPO5 (57510)_damaging,damaging,6
POLH (5429)_damaging,damaging,7
GTPBP2 (54676)_damaging,damaging,6
RSPH9 (221421)_damaging,damaging,3
MRPS18A (55168)_damaging,damaging,0
VEGFA (7422)_damaging,damaging,1
LINC01512 (100132354)_damaging,damaging,1
LINC03040 (221416)_damaging,damaging,1
MRPL14 (64928)_damaging,damaging,1
TMEM63B (55362)_damaging,damaging,9
CAPN11 (11131)_damaging,damaging,9
SLC29A1 (2030)_damaging,damaging,2
HSP90AB1 (3326)_damaging,damaging,4
NFKBIE (4794)_damaging,damaging,1
TMEM151B (441151)_damaging,damaging,1
TCTE1 (202500)_damaging,damaging,1
AARS2 (57505)_damaging,damaging,2
SPATS1 (221409)_damaging,damaging,2
CDC5L (988)_damaging,damaging,5
SUPT3H (8464)_damaging,damaging,3
RUNX2 (860)_damaging,damaging,5
CLIC5 (53405)_damaging,damaging,3
ENPP4 (22875)_damaging,damaging,3
ENPP5 (59084)_damaging,damaging,4
CYP39A1 (51302)_damaging,damaging,4
SLC25A27 (9481)_damaging,damaging,3
TDRD6 (221400)_damaging,damaging,14
PLA2G7 (7941)_damaging,damaging,3
ANKRD66 (100287718)_damaging,damaging,1
MEP1A (4224)_damaging,damaging,3
ADGRF5 (221395)_damaging,damaging,8
ADGRF1 (266977)_damaging,damaging,9
TNFRSF21 (27242)_damaging,damaging,5
CD2AP (23607)_damaging,damaging,3
ADGRF4 (221393)_damaging,damaging,8
OPN5 (221391)_damaging,damaging,6
PTCHD4 (442213)_damaging,damaging,5
MMUT (4594)_damaging,damaging,14
CENPQ (55166)_damaging,damaging,5
GLYATL3 (389396)_damaging,damaging,4
C6orf141 (135398)_damaging,damaging,1
CYP2AC1P (106478960)_damaging,damaging,0
RHAG (6005)_damaging,damaging,5
CRISP2 (7180)_damaging,damaging,7
CRISP3 (10321)_damaging,damaging,4
PGK2 (5232)_damaging,damaging,2
CRISP1 (167)_damaging,damaging,4
DEFB113 (245927)_damaging,damaging,2
DEFB110 (245913)_damaging,damaging,1
DEFB112 (245915)_damaging,damaging,1
TFAP2D (83741)_damaging,damaging,7
TFAP2B (7021)_damaging,damaging,5
PKHD1 (5314)_damaging,damaging,30
IL17A (3605)_damaging,damaging,2
IL17F (112744)_damaging,damaging,2
MCM3 (4172)_damaging,damaging,2
PAQR8 (85315)_damaging,damaging,0
EFHC1 (114327)_damaging,damaging,6
TRAM2 (9697)_damaging,damaging,0
TMEM14A (28978)_damaging,damaging,0
GSTA2 (2939)_damaging,damaging,2
GSTA1 (2938)_damaging,damaging,2
GSTA5 (221357)_damaging,damaging,1
GSTA4 (2941)_damaging,damaging,1
CILK1 (22858)_damaging,damaging,5
GCM1 (8521)_damaging,damaging,3
ELOVL5 (60481)_damaging,damaging,2
GCLC (2729)_damaging,damaging,4
KILH (101927136)_damaging,damaging,0
KLHL31 (401265)_damaging,damaging,9
LRRC1 (55227)_damaging,damaging,2
MLIP (90523)_damaging,damaging,5
TINAG (27283)_damaging,damaging,3
FAM83B (222584)_damaging,damaging,13
HCRTR2 (3062)_damaging,damaging,8
GFRAL (389400)_damaging,damaging,6
HMGCLL1 (54511)_damaging,damaging,4
BMP5 (653)_damaging,damaging,1
COL21A1 (81578)_damaging,damaging,10
DST (667)_damaging,damaging,41
BEND6 (221336)_damaging,damaging,3
KIAA1586 (57691)_damaging,damaging,5
ZNF451 (26036)_damaging,damaging,7
RAB23 (51715)_damaging,damaging,3
PRIM2 (5558)_damaging,damaging,2
PRIM2BP (100996481)_damaging,damaging,3
KHDRBS2 (202559)_damaging,damaging,6
FKBP1C (642489)_damaging,damaging,2
LGSN (51557)_damaging,damaging,6
PTP4A1 (7803)_damaging,damaging,0
PHF3 (23469)_damaging,damaging,27
EYS (346007)_damaging,damaging,32
ADGRB3 (577)_damaging,damaging,19
LMBRD1 (55788)_damaging,damaging,7
COL19A1 (1310)_damaging,damaging,15
COL9A1 (1297)_damaging,damaging,19
LINC01610 (101928353)_damaging,damaging,1
FAM135A (57579)_damaging,damaging,7
SMAP1 (60682)_damaging,damaging,1
B3GAT2 (135152)_damaging,damaging,2
OGFRL1 (79627)_damaging,damaging,5
RIMS1 (22999)_damaging,damaging,17
KCNQ5 (56479)_damaging,damaging,4
KHDC1L (100129128)_damaging,damaging,1
KHDC1 (80759)_damaging,damaging,1
DPPA5 (340168)_damaging,damaging,1
KHDC3L (154288)_damaging,damaging,1
OOEP (441161)_damaging,damaging,1
DDX43 (55510)_damaging,damaging,3
CGAS (115004)_damaging,damaging,4
MTO1 (25821)_damaging,damaging,5
EEF1A1 (1915)_damaging,damaging,1
SLC17A5 (26503)_damaging,damaging,6
CD109 (135228)_damaging,damaging,11
COL12A1 (1303)_damaging,damaging,18
COX7A2 (1347)_damaging,damaging,0
TMEM30A (55754)_damaging,damaging,3
FILIP1 (27145)_damaging,damaging,5
SENP6 (26054)_damaging,damaging,7
MYO6 (4646)_damaging,damaging,5
IMPG1 (3617)_damaging,damaging,5
LINC02540 (105377860)_damaging,damaging,0
HTR1B (3351)_damaging,damaging,2
MEI4 (101928601)_damaging,damaging,6
IRAK1BP1 (134728)_damaging,damaging,1
PHIP (55023)_damaging,damaging,8
LCA5 (167691)_damaging,damaging,8
SH3BGRL2 (83699)_damaging,damaging,2
ELOVL4 (6785)_damaging,damaging,3
TTK (7272)_damaging,damaging,13
BCKDHB (594)_damaging,damaging,8
TENT5A (55603)_damaging,damaging,2
IBTK (25998)_damaging,damaging,10
TPBG (7162)_damaging,damaging,2
UBE3D (90025)_damaging,damaging,1
DOP1A (23033)_damaging,damaging,9
PGM3 (5238)_damaging,damaging,6
ME1 (4199)_damaging,damaging,4
PRSS35 (167681)_damaging,damaging,2
SNAP91 (9892)_damaging,damaging,8
RIPPLY2 (134701)_damaging,damaging,1
CYB5R4 (51167)_damaging,damaging,6
LINC02857 (107986618)_damaging,damaging,0
MRAP2 (112609)_damaging,damaging,2
CEP162 (22832)_damaging,damaging,15
LINC01611 (105377880)_damaging,damaging,1
TBX18 (9096)_damaging,damaging,9
NT5E (4907)_damaging,damaging,2
SNX14 (57231)_damaging,damaging,8
SYNCRIP (10492)_damaging,damaging,11
SNHG5 (387066)_damaging,damaging,1
HTR1E (3354)_damaging,damaging,3
CGA (1081)_damaging,damaging,1
ZNF292 (23036)_damaging,damaging,40
GJB7 (375519)_damaging,damaging,3
C6orf163 (206412)_damaging,damaging,2
CFAP206 (154313)_damaging,damaging,7
SLC35A1 (10559)_damaging,damaging,3
RARS2 (57038)_damaging,damaging,9
ORC3 (23595)_damaging,damaging,6
AKIRIN2 (55122)_damaging,damaging,1
SPACA1 (81833)_damaging,damaging,3
CNR1 (1268)_damaging,damaging,1
RNGTT (8732)_damaging,damaging,3
PNRC1 (10957)_damaging,damaging,1
SRSF12 (135295)_damaging,damaging,1
PM20D2 (135293)_damaging,damaging,4
GABRR1 (2569)_damaging,damaging,3
GABRR2 (2570)_damaging,damaging,2
UBE2J1 (51465)_damaging,damaging,4
RRAGD (58528)_damaging,damaging,0
ANKRD6 (22881)_damaging,damaging,3
LYRM2 (57226)_damaging,damaging,2
MDN1 (23195)_damaging,damaging,28
CASP8AP2 (9994)_damaging,damaging,16
GJA10 (84694)_damaging,damaging,1
BACH2 (60468)_damaging,damaging,11
MAP3K7 (6885)_damaging,damaging,6
CASC6 (101929083)_damaging,damaging,1
EPHA7 (2045)_damaging,damaging,19
MANEA (79694)_damaging,damaging,4
FUT9 (10690)_damaging,damaging,1
UFL1-AS1 (100861530)_damaging,damaging,0
UFL1 (23376)_damaging,damaging,8
FHL5 (9457)_damaging,damaging,2
GPR63 (81491)_damaging,damaging,2
NDUFAF4 (29078)_damaging,damaging,1
KLHL32 (114792)_damaging,damaging,4
MMS22L (253714)_damaging,damaging,17
POU3F2 (5454)_damaging,damaging,5
FBXL4 (26235)_damaging,damaging,3
FAXC (84553)_damaging,damaging,3
COQ3 (51805)_damaging,damaging,7
PNISR (25957)_damaging,damaging,13
USP45 (85015)_damaging,damaging,0
CCNC (892)_damaging,damaging,1
PRDM13 (59336)_damaging,damaging,5
MCHR2 (84539)_damaging,damaging,0
SIM1 (6492)_damaging,damaging,5
ASCC3 (10973)_damaging,damaging,17
GRIK2 (2898)_damaging,damaging,6
HACE1 (57531)_damaging,damaging,2
LIN28B (389421)_damaging,damaging,1
BVES (11149)_damaging,damaging,2
POPDC3 (64208)_damaging,damaging,2
PREP (5550)_damaging,damaging,3
PRDM1 (639)_damaging,damaging,5
ATG5 (9474)_damaging,damaging,4
CRYBG1 (202)_damaging,damaging,9
RTN4IP1 (84816)_damaging,damaging,0
QRSL1 (55278)_damaging,damaging,4
LINC02526 (105377926)_damaging,damaging,0
MTRES1 (51250)_damaging,damaging,0
BEND3 (57673)_damaging,damaging,8
PDSS2 (57107)_damaging,damaging,2
SOBP (55084)_damaging,damaging,11
SCML4 (256380)_damaging,damaging,0
SEC63 (11231)_damaging,damaging,5
OSTM1 (28962)_damaging,damaging,4
NR2E1 (7101)_damaging,damaging,4
AFG1L (246269)_damaging,damaging,3
FOXO3 (2309)_damaging,damaging,1
LINC00222 (387111)_damaging,damaging,1
ARMC2 (84071)_damaging,damaging,9
SESN1 (27244)_damaging,damaging,3
CEP57L1 (285753)_damaging,damaging,2
CCDC162P (221262)_damaging,damaging,3
CD164 (8763)_damaging,damaging,2
PPIL6 (285755)_damaging,damaging,2
SMPD2 (6610)_damaging,damaging,2
MICAL1 (64780)_damaging,damaging,6
ZBTB24 (9841)_damaging,damaging,3
AK9 (221264)_damaging,damaging,15
FIG4 (9896)_damaging,damaging,5
GPR6 (2830)_damaging,damaging,2
WASF1 (8936)_damaging,damaging,2
CDC40 (51362)_damaging,damaging,3
METTL24 (728464)_damaging,damaging,1
DDO (8528)_damaging,damaging,2
SLC22A16 (85413)_damaging,damaging,7
CDK19 (23097)_damaging,damaging,3
AMD1 (262)_damaging,damaging,2
GTF3C6 (112495)_damaging,damaging,2
RPF2 (84154)_damaging,damaging,8
SLC16A10 (117247)_damaging,damaging,3
MFSD4B (91749)_damaging,damaging,2
REV3L (5980)_damaging,damaging,15
TRAF3IP2 (10758)_damaging,damaging,2
FYN (2534)_damaging,damaging,4
CCN6 (8838)_damaging,damaging,8
TUBE1 (51175)_damaging,damaging,4
LAMA4 (3910)_damaging,damaging,11
RFPL4B (442247)_damaging,damaging,5
MARCKS (4082)_damaging,damaging,3
LINC02880 (285759)_damaging,damaging,2
HDAC2 (3066)_damaging,damaging,13
HS3ST5 (222537)_damaging,damaging,3
HDAC2-AS2 (101927768)_damaging,damaging,0
LNCPOIR (105377959)_damaging,damaging,0
FRK (2444)_damaging,damaging,5
NT5DC1 (221294)_damaging,damaging,5
COL10A1 (1300)_damaging,damaging,4
TSPYL4 (23270)_damaging,damaging,3
TSPYL1 (7259)_damaging,damaging,2
DSE (29940)_damaging,damaging,6
CALHM6 (441168)_damaging,damaging,1
TRAPPC3L (100128327)_damaging,damaging,3
CALHM5 (254228)_damaging,damaging,2
CALHM4 (221301)_damaging,damaging,0
RWDD1 (51389)_damaging,damaging,2
RSPH4A (345895)_damaging,damaging,9
ZUP1 (221302)_damaging,damaging,3
KPNA5 (3841)_damaging,damaging,7
FAM162B (221303)_damaging,damaging,1
GPRC6A (222545)_damaging,damaging,11
