feature,kind,n_cell_lines
TRPC6 (7225)_damaging,damaging,5
ANGPTL5 (253935)_damaging,damaging,2
CEP126 (57562)_damaging,damaging,14
CFAP300 (85016)_damaging,damaging,5
YAP1 (10413)_damaging,damaging,6
BIRC3 (330)_damaging,damaging,7
BIRC2 (329)_damaging,damaging,5
TMEM123 (114908)_damaging,damaging,1
MMP7 (4316)_damaging,damaging,2
MMP20 (9313)_damaging,damaging,6
MMP27 (64066)_damaging,damaging,5
MMP8 (4317)_damaging,damaging,4
MMP10 (4319)_damaging,damaging,4
MMP1 (4312)_damaging,damaging,6
MMP3 (4314)_damaging,damaging,25
MMP12 (4321)_damaging,damaging,12
MMP13 (4322)_damaging,damaging,1
DCUN1D5 (84259)_damaging,damaging,2
DYNC2H1 (79659)_damaging,damaging,39
PDGFDDN (105369464)_damaging,damaging,1
PDGFD (80310)_damaging,damaging,5
DDI1 (414301)_damaging,damaging,1
CASP12 (100506742)_damaging,damaging,2
CASP4 (837)_damaging,damaging,3
CASP5 (838)_damaging,damaging,6
CASP1 (834)_damaging,damaging,6
CARD16 (114769)_damaging,damaging,2
CASP1P2 (Unknown)_damaging,damaging,1
CARD17P (440068)_damaging,damaging,0
CASP1P1 (100874457)_damaging,damaging,0
CARD18 (59082)_damaging,damaging,4
GRIA4 (2893)_damaging,damaging,11
MSANTD4 (84437)_damaging,damaging,5
KBTBD3 (143879)_damaging,damaging,9
AASDHPPT (60496)_damaging,damaging,1
GUCY1A2 (2977)_damaging,damaging,9
CWF19L2 (143884)_damaging,damaging,11
ALKBH8 (91801)_damaging,damaging,4
ELMOD1 (55531)_damaging,damaging,3
SLC35F2 (54733)_damaging,damaging,0
RAB39A (54734)_damaging,damaging,0
CUL5 (8065)_damaging,damaging,7
ACAT1 (38)_damaging,damaging,1
NPAT (4863)_damaging,damaging,19
ATM (472)_damaging,damaging,41
C11orf65 (160140)_damaging,damaging,6
POGLUT3 (143888)_damaging,damaging,1
EXPH5 (23086)_damaging,damaging,16
DDX10 (1662)_damaging,damaging,7
LINC02715 (105369482)_damaging,damaging,1
C11orf87 (399947)_damaging,damaging,0
ZC3H12C (85463)_damaging,damaging,6
RDX (5962)_damaging,damaging,9
FDX1 (2230)_damaging,damaging,1
ARHGAP20 (57569)_damaging,damaging,10
LINC02550 (105369490)_damaging,damaging,1
POU2AF2 (341032)_damaging,damaging,1
POU2AF3 (120376)_damaging,damaging,0
POU2AF1 (5450)_damaging,damaging,5
BTG4 (54766)_damaging,damaging,1
HOATZ (399949)_damaging,damaging,2
LAYN (143903)_damaging,damaging,5
SIK2 (23235)_damaging,damaging,6
PPP2R1B (5519)_damaging,damaging,3
ALG9 (79796)_damaging,damaging,1
FDXACB1 (91893)_damaging,damaging,3
CFAP68 (64776)_damaging,damaging,1
CRYAB (1410)_damaging,damaging,0
HSPB2 (3316)_damaging,damaging,5
C11orf52 (91894)_damaging,damaging,1
DIXDC1 (85458)_damaging,damaging,4
DLAT (1737)_damaging,damaging,6
PIH1D2 (120379)_damaging,damaging,2
NKAPD1 (55216)_damaging,damaging,14
TIMM8B (26521)_damaging,damaging,2
SDHD (6392)_damaging,damaging,4
IL18 (3606)_damaging,damaging,1
TEX12 (56158)_damaging,damaging,2
BCO2 (83875)_damaging,damaging,2
PTS (5805)_damaging,damaging,5
PLET1 (349633)_damaging,damaging,0
LINC02762 (283140)_damaging,damaging,0
LINC02764 (387810)_damaging,damaging,1
LINC02763 (101928823)_damaging,damaging,1
NCAM1 (4684)_damaging,damaging,14
TTC12 (54970)_damaging,damaging,5
ANKK1 (255239)_damaging,damaging,4
DRD2 (1813)_damaging,damaging,3
TMPRSS5 (80975)_damaging,damaging,4
ZW10 (9183)_damaging,damaging,5
CLDN25 (644672)_damaging,damaging,2
USP28 (57646)_damaging,damaging,17
HTR3B (9177)_damaging,damaging,2
HTR3A (3359)_damaging,damaging,2
ZBTB16 (7704)_damaging,damaging,0
NNMT (4837)_damaging,damaging,3
C11orf71 (54494)_damaging,damaging,2
RBM7 (10179)_damaging,damaging,4
REXO2 (25996)_damaging,damaging,1
NXPE1 (120400)_damaging,damaging,5
NXPE4 (54827)_damaging,damaging,8
NXPE2 (120406)_damaging,damaging,9
CADM1 (23705)_damaging,damaging,4
LINC02698 (105369512)_damaging,damaging,2
BUD13 (84811)_damaging,damaging,3
ZPR1 (8882)_damaging,damaging,3
APOA5 (116519)_damaging,damaging,3
APOA4 (337)_damaging,damaging,7
APOA1 (335)_damaging,damaging,3
SIK3 (23387)_damaging,damaging,9
PAFAH1B2 (5049)_damaging,damaging,1
SIDT2 (51092)_damaging,damaging,5
TAGLN (6876)_damaging,damaging,0
PCSK7 (9159)_damaging,damaging,5
RNF214 (257160)_damaging,damaging,5
BACE1 (23621)_damaging,damaging,3
CEP164 (22897)_damaging,damaging,8
DSCAML1 (57453)_damaging,damaging,14
FXYD6 (53826)_damaging,damaging,0
TMPRSS13 (84000)_damaging,damaging,4
IL10RA (3587)_damaging,damaging,3
TMPRSS4 (56649)_damaging,damaging,1
SCN4B (6330)_damaging,damaging,1
SCN2B (6327)_damaging,damaging,1
JAML (120425)_damaging,damaging,5
MPZL3 (196264)_damaging,damaging,3
MPZL2 (10205)_damaging,damaging,3
CD3E (916)_damaging,damaging,1
CD3D (915)_damaging,damaging,1
CD3G (917)_damaging,damaging,2
UBE4A (9354)_damaging,damaging,8
ATP5MG (10632)_damaging,damaging,1
KMT2A (4297)_damaging,damaging,19
TTC36 (143941)_damaging,damaging,1
TMEM25 (84866)_damaging,damaging,0
IFT46 (56912)_damaging,damaging,1
ARCN1 (372)_damaging,damaging,3
PHLDB1 (23187)_damaging,damaging,11
TREH (11181)_damaging,damaging,7
TREHP1 (768086)_damaging,damaging,1
DDX6 (1656)_damaging,damaging,3
CXCR5 (643)_damaging,damaging,1
BCL9L (283149)_damaging,damaging,24
UPK2 (7379)_damaging,damaging,2
FOXR1 (283150)_damaging,damaging,2
CENATAC (338657)_damaging,damaging,5
RPS25 (6230)_damaging,damaging,1
TRAPPC4 (51399)_damaging,damaging,6
HYOU1 (10525)_damaging,damaging,11
VPS11 (55823)_damaging,damaging,6
HMBS (3145)_damaging,damaging,2
H2AX (3014)_damaging,damaging,0
DPAGT1 (1798)_damaging,damaging,3
C2CD2L (9854)_damaging,damaging,4
HINFP (25988)_damaging,damaging,3
ABCG4 (64137)_damaging,damaging,1
NLRX1 (79671)_damaging,damaging,3
NHERF4 (79849)_damaging,damaging,3
DRC12 (283152)_damaging,damaging,0
CBL (867)_damaging,damaging,8
MCAM (4162)_damaging,damaging,4
C1QTNF5 (114902)_damaging,damaging,6
MFRP (83552)_damaging,damaging,12
USP2 (9099)_damaging,damaging,2
THY1 (7070)_damaging,damaging,1
NECTIN1 (5818)_damaging,damaging,0
TRIM29 (23650)_damaging,damaging,9
OAF (220323)_damaging,damaging,1
POU2F3 (25833)_damaging,damaging,1
TLCD5 (219902)_damaging,damaging,3
ARHGEF12 (23365)_damaging,damaging,15
GRIK4 (2900)_damaging,damaging,7
TBCEL (219899)_damaging,damaging,3
TECTA (7007)_damaging,damaging,16
SC5D (6309)_damaging,damaging,3
SORL1 (6653)_damaging,damaging,22
MIR100HG (399959)_damaging,damaging,3
BLID (414899)_damaging,damaging,1
UBASH3B (84959)_damaging,damaging,7
CRTAM (56253)_damaging,damaging,4
JHY (79864)_damaging,damaging,11
BSX (390259)_damaging,damaging,3
HSPA8 (3312)_damaging,damaging,5
CLMP (79827)_damaging,damaging,4
GRAMD1B (57476)_damaging,damaging,10
SCN3B (55800)_damaging,damaging,4
ZNF202 (7753)_damaging,damaging,4
OR6X1 (390260)_damaging,damaging,0
OR6M1 (390261)_damaging,damaging,3
TMEM225 (338661)_damaging,damaging,4
OR8D4 (338662)_damaging,damaging,5
OR4D5 (219875)_damaging,damaging,2
OR6T1 (219874)_damaging,damaging,2
OR10S1 (219873)_damaging,damaging,5
OR10G6 (79490)_damaging,damaging,1
OR10G4 (390264)_damaging,damaging,2
OR10G9 (219870)_damaging,damaging,10
OR10G8 (219869)_damaging,damaging,2
OR10G7 (390265)_damaging,damaging,4
VWA5A (4013)_damaging,damaging,4
OR10D3 (26497)_damaging,damaging,4
OR8G3P (387815)_damaging,damaging,5
OR8G2P (26492)_damaging,damaging,2
OR8G1 (26494)_damaging,damaging,2
OR8G5 (219865)_damaging,damaging,1
OR8D1 (283159)_damaging,damaging,4
OR8D2 (283160)_damaging,damaging,3
OR8B2 (26595)_damaging,damaging,1
OR8B3 (390271)_damaging,damaging,1
OR8B4 (283162)_damaging,damaging,3
OR8B8 (26493)_damaging,damaging,1
OR8B12 (219858)_damaging,damaging,2
PANX3 (116337)_damaging,damaging,5
TBRG1 (84897)_damaging,damaging,3
SIAE (54414)_damaging,damaging,3
SPA17 (53340)_damaging,damaging,0
VSIG2 (23584)_damaging,damaging,2
ESAM (90952)_damaging,damaging,1
MSANTD2 (79684)_damaging,damaging,0
ROBO3 (64221)_damaging,damaging,16
ROBO4 (54538)_damaging,damaging,10
HEPACAM (220296)_damaging,damaging,1
CCDC15 (80071)_damaging,damaging,13
SLC37A2 (219855)_damaging,damaging,0
TMEM218 (219854)_damaging,damaging,4
PKNOX2 (63876)_damaging,damaging,4
FEZ1 (9638)_damaging,damaging,2
STT3A (3703)_damaging,damaging,4
CHEK1 (1111)_damaging,damaging,4
ACRV1 (56)_damaging,damaging,2
PATE1 (160065)_damaging,damaging,0
PATE2 (399967)_damaging,damaging,2
PATE4 (399968)_damaging,damaging,1
PUS3 (83480)_damaging,damaging,2
HYLS1 (219844)_damaging,damaging,2
DDX25 (29118)_damaging,damaging,3
VSIG10L2 (338667)_damaging,damaging,4
CDON (50937)_damaging,damaging,10
RPUSD4 (84881)_damaging,damaging,4
FAM118B (79607)_damaging,damaging,3
SRPRA (6734)_damaging,damaging,8
FOXRED1 (55572)_damaging,damaging,1
DCPS (28960)_damaging,damaging,0
ST3GAL4 (6484)_damaging,damaging,3
KIRREL3 (84623)_damaging,damaging,7
LINC02098 (105369564)_damaging,damaging,1
ETS1 (2113)_damaging,damaging,2
FLI1 (2313)_damaging,damaging,7
KCNJ1 (3758)_damaging,damaging,5
KCNJ5 (3762)_damaging,damaging,4
TP53AIP1 (63970)_damaging,damaging,0
ARHGAP32 (9743)_damaging,damaging,4
BARX2 (8538)_damaging,damaging,3
TMEM45B (120224)_damaging,damaging,3
NFRKB (4798)_damaging,damaging,12
PRDM10 (56980)_damaging,damaging,6
APLP2 (334)_damaging,damaging,4
ST14 (6768)_damaging,damaging,5
ZBTB44 (29068)_damaging,damaging,3
ADAMTS8 (11095)_damaging,damaging,10
ADAMTS15 (170689)_damaging,damaging,9
SNX19 (399979)_damaging,damaging,10
NTM (50863)_damaging,damaging,6
OPCML (4978)_damaging,damaging,1
SPATA19 (219938)_damaging,damaging,5
IGSF9B (22997)_damaging,damaging,15
JAM3 (83700)_damaging,damaging,5
NCAPD3 (23310)_damaging,damaging,4
VPS26B (112936)_damaging,damaging,0
THYN1 (29087)_damaging,damaging,4
ACAD8 (27034)_damaging,damaging,2
GLB1L3 (112937)_damaging,damaging,3
GLB1L2 (89944)_damaging,damaging,13
B3GAT1 (27087)_damaging,damaging,3
LINC02714 (729305)_damaging,damaging,16
LINC02697 (105369586)_damaging,damaging,0
IQSEC3 (440073)_damaging,damaging,4
SLC6A12 (6539)_damaging,damaging,2
SLC6A13 (6540)_damaging,damaging,7
KDM5A (5927)_damaging,damaging,23
CCDC77 (84318)_damaging,damaging,2
B4GALNT3 (283358)_damaging,damaging,6
NINJ2 (4815)_damaging,damaging,1
WNK1 (65125)_damaging,damaging,13
RAD52 (5893)_damaging,damaging,2
ERC1 (23085)_damaging,damaging,6
LINC00942 (100292680)_damaging,damaging,1
FBXL14 (144699)_damaging,damaging,2
WNT5B (81029)_damaging,damaging,1
ADIPOR2 (79602)_damaging,damaging,2
CACNA2D4 (93589)_damaging,damaging,7
DCP1B (196513)_damaging,damaging,5
CACNA1C (775)_damaging,damaging,25
ITFG2-AS1 (283440)_damaging,damaging,1
FKBP4 (2288)_damaging,damaging,1
ITFG2 (55846)_damaging,damaging,2
NRIP2 (83714)_damaging,damaging,2
TEX52 (101929469)_damaging,damaging,1
FOXM1 (2305)_damaging,damaging,5
RHNO1 (83695)_damaging,damaging,3
TULP3 (7289)_damaging,damaging,3
TEAD4 (7004)_damaging,damaging,1
TSPAN9 (10867)_damaging,damaging,0
PRMT8 (56341)_damaging,damaging,10
CRACR2A (84766)_damaging,damaging,8
PARP11 (57097)_damaging,damaging,1
CCND2 (894)_damaging,damaging,1
TIGAR (57103)_damaging,damaging,2
FGF23 (8074)_damaging,damaging,1
FGF6 (2251)_damaging,damaging,5
FERRY3 (57102)_damaging,damaging,7
RAD51AP1 (10635)_damaging,damaging,9
DYRK4 (8798)_damaging,damaging,6
AKAP3 (10566)_damaging,damaging,4
NDUFA9 (4704)_damaging,damaging,1
GALNT8 (26290)_damaging,damaging,5
KCNA6 (3742)_damaging,damaging,4
KCNA1 (3736)_damaging,damaging,1
KCNA5 (3741)_damaging,damaging,8
LINC02443 (101929584)_damaging,damaging,2
NTF3 (4908)_damaging,damaging,3
ANO2 (57101)_damaging,damaging,9
VWF (7450)_damaging,damaging,18
CD9 (928)_damaging,damaging,2
PLEKHG6 (55200)_damaging,damaging,13
TNFRSF1A (7132)_damaging,damaging,4
SCNN1A (6337)_damaging,damaging,2
LTBR (4055)_damaging,damaging,2
CD27 (939)_damaging,damaging,3
TAPBPL (55080)_damaging,damaging,2
VAMP1 (6843)_damaging,damaging,1
MRPL51 (51258)_damaging,damaging,0
NCAPD2 (9918)_damaging,damaging,10
GAPDH (2597)_damaging,damaging,2
IFFO1 (25900)_damaging,damaging,9
NOP2 (4839)_damaging,damaging,2
CHD4 (1108)_damaging,damaging,13
LPAR5 (57121)_damaging,damaging,3
ACRBP (84519)_damaging,damaging,7
ING4 (51147)_damaging,damaging,3
ZNF384 (171017)_damaging,damaging,6
PIANP (196500)_damaging,damaging,3
COPS7A (50813)_damaging,damaging,0
MLF2 (8079)_damaging,damaging,2
PTMS (5763)_damaging,damaging,0
LAG3 (3902)_damaging,damaging,1
CD4 (920)_damaging,damaging,8
GPR162 (27239)_damaging,damaging,2
P3H3 (10536)_damaging,damaging,8
GNB3 (2784)_damaging,damaging,2
CDCA3 (83461)_damaging,damaging,1
USP5 (8078)_damaging,damaging,2
TPI1 (7167)_damaging,damaging,3
SPSB2 (84727)_damaging,damaging,1
LRRC23 (10233)_damaging,damaging,1
ENO2 (2026)_damaging,damaging,1
ATN1 (1822)_damaging,damaging,15
C12orf57 (113246)_damaging,damaging,1
PTPN6 (5777)_damaging,damaging,3
PHB2 (11331)_damaging,damaging,0
EMG1 (10436)_damaging,damaging,1
LPCAT3 (10162)_damaging,damaging,2
C1S (716)_damaging,damaging,8
C1R (715)_damaging,damaging,4
C1RL (51279)_damaging,damaging,5
RBP5 (83758)_damaging,damaging,0
CLSTN3 (9746)_damaging,damaging,6
PEX5 (5830)_damaging,damaging,5
ACSM4 (341392)_damaging,damaging,5
CD163L1 (283316)_damaging,damaging,5
CD163 (9332)_damaging,damaging,6
APOBEC1 (339)_damaging,damaging,2
GDF3 (9573)_damaging,damaging,3
DPPA3 (359787)_damaging,damaging,0
NANOGNB (360030)_damaging,damaging,3
SLC2A14 (144195)_damaging,damaging,5
NANOGP1 (404635)_damaging,damaging,0
SLC2A3 (6515)_damaging,damaging,2
FOXJ2 (55810)_damaging,damaging,2
NECAP1 (25977)_damaging,damaging,2
CLEC4A (50856)_damaging,damaging,4
ZNF705A (440077)_damaging,damaging,1
FAM66C (440078)_damaging,damaging,1
FAM90A1 (55138)_damaging,damaging,4
LINC00937 (389634)_damaging,damaging,0
CLEC4E (26253)_damaging,damaging,3
AICDA (57379)_damaging,damaging,3
MFAP5 (8076)_damaging,damaging,1
RIMKLB (57494)_damaging,damaging,0
LINC02972 (123706525)_damaging,damaging,0
A2ML1 (144568)_damaging,damaging,13
PHC1 (1911)_damaging,damaging,7
M6PR (4074)_damaging,damaging,5
KLRG1 (10219)_damaging,damaging,3
A2M (2)_damaging,damaging,18
PZP (5858)_damaging,damaging,11
LINC02367 (101930452)_damaging,damaging,0
KLRB1 (3820)_damaging,damaging,4
CLEC2D (29121)_damaging,damaging,1
CD69 (969)_damaging,damaging,0
KLRF1 (51348)_damaging,damaging,3
CLEC2B (9976)_damaging,damaging,2
CLEC2A (387836)_damaging,damaging,5
CLEC12A (160364)_damaging,damaging,5
CLEC1B (51266)_damaging,damaging,4
CLEC12B (387837)_damaging,damaging,2
CLEC9A (283420)_damaging,damaging,3
CLEC1A (51267)_damaging,damaging,4
CLEC7A (64581)_damaging,damaging,1
OLR1 (4973)_damaging,damaging,1
TMEM52B (120939)_damaging,damaging,1
KLRK1 (22914)_damaging,damaging,2
KLRC4 (8302)_damaging,damaging,1
KLRC3 (3823)_damaging,damaging,3
KLRC2 (3822)_damaging,damaging,2
KLRC1 (3821)_damaging,damaging,2
EIF2S3B (255308)_damaging,damaging,5
LINC02446 (101060038)_damaging,damaging,1
MAGOHB (55110)_damaging,damaging,1
STYK1 (55359)_damaging,damaging,3
YBX3 (8531)_damaging,damaging,2
LINC02366 (101928162)_damaging,damaging,0
TAS2R7 (50837)_damaging,damaging,0
TAS2R8 (50836)_damaging,damaging,3
TAS2R9 (50835)_damaging,damaging,0
TAS2R10 (50839)_damaging,damaging,1
PRR4 (11272)_damaging,damaging,1
PRH1 (5554)_damaging,damaging,2
TAS2R13 (50838)_damaging,damaging,2
PRH2 (5555)_damaging,damaging,0
TAS2R14 (50840)_damaging,damaging,3
TAS2R50 (259296)_damaging,damaging,1
TAS2R19 (259294)_damaging,damaging,1
TAS2R31 (259290)_damaging,damaging,2
TAS2R46 (259292)_damaging,damaging,1
TAS2R30 (259293)_damaging,damaging,1
SMIM10L1 (100129361)_damaging,damaging,0
TAS2R42 (353164)_damaging,damaging,3
PRB3 (5544)_damaging,damaging,1
PRB4 (5545)_damaging,damaging,4
PRB1 (5542)_damaging,damaging,2
PRB2 (653247)_damaging,damaging,3
ETV6 (2120)_damaging,damaging,11
BCL2L14 (79370)_damaging,damaging,3
LRP6 (4040)_damaging,damaging,9
MANSC1 (54682)_damaging,damaging,1
BORCS5 (118426)_damaging,damaging,1
DUSP16 (80824)_damaging,damaging,4
CREBL2 (1389)_damaging,damaging,3
GPR19 (2842)_damaging,damaging,3
CDKN1B (1027)_damaging,damaging,4
APOLD1 (81575)_damaging,damaging,2
DDX47 (51202)_damaging,damaging,1
GPRC5A (9052)_damaging,damaging,2
GPRC5D (55507)_damaging,damaging,4
HEBP1 (50865)_damaging,damaging,2
FAM234B (57613)_damaging,damaging,7
GSG1 (83445)_damaging,damaging,0
EMP1 (2012)_damaging,damaging,2
GRIN2B (2904)_damaging,damaging,12
ATF7IP (55729)_damaging,damaging,24
PLBD1 (79887)_damaging,damaging,2
GUCY2C (2984)_damaging,damaging,13
H2AJ (55766)_damaging,damaging,1
WBP11 (51729)_damaging,damaging,2
SMCO3 (440087)_damaging,damaging,1
C12orf60 (144608)_damaging,damaging,1
ART4 (420)_damaging,damaging,3
ERP27 (121506)_damaging,damaging,1
ARHGDIB (397)_damaging,damaging,2
PDE6H (5149)_damaging,damaging,1
RERG (85004)_damaging,damaging,2
PTPRO (5800)_damaging,damaging,9
EPS8 (2059)_damaging,damaging,12
STRAP (11171)_damaging,damaging,6
DERA (51071)_damaging,damaging,2
SLC15A5 (729025)_damaging,damaging,3
MGST1 (4257)_damaging,damaging,1
LMO3 (55885)_damaging,damaging,0
SKP1P2 (728622)_damaging,damaging,0
LINC02378 (105369678)_damaging,damaging,1
RERGL (79785)_damaging,damaging,3
PIK3C2G (5288)_damaging,damaging,12
PLCZ1 (89869)_damaging,damaging,7
CAPZA3 (93661)_damaging,damaging,3
PLEKHA5 (54477)_damaging,damaging,11
AEBP2 (121536)_damaging,damaging,5
LINC02468 (105369684)_damaging,damaging,1
PDE3A (5139)_damaging,damaging,10
SLCO1C1 (53919)_damaging,damaging,10
SLCO1B3 (28234)_damaging,damaging,12
SLCO1B7 (338821)_damaging,damaging,2
SLCO1B1 (10599)_damaging,damaging,9
SLCO1A2 (6579)_damaging,damaging,8
IAPP (3375)_damaging,damaging,1
PYROXD1 (79912)_damaging,damaging,3
RECQL (5965)_damaging,damaging,26
GOLT1B (51026)_damaging,damaging,0
SPX (80763)_damaging,damaging,2
GYS2 (2998)_damaging,damaging,7
LDHB (3945)_damaging,damaging,1
KCNJ8 (3764)_damaging,damaging,2
ABCC9 (10060)_damaging,damaging,21
CMAS (55907)_damaging,damaging,6
ST8SIA1 (6489)_damaging,damaging,7
C2CD5 (9847)_damaging,damaging,11
ETNK1 (55500)_damaging,damaging,0
SOX5 (6660)_damaging,damaging,5
SOX5-AS1 (101928471)_damaging,damaging,0
LINC00477 (144360)_damaging,damaging,0
BCAT1 (586)_damaging,damaging,3
LINC02909 (196415)_damaging,damaging,0
IRAG2 (4033)_damaging,damaging,7
DNAI7 (55259)_damaging,damaging,9
ETFRF1 (144363)_damaging,damaging,2
KRAS (3845)_damaging,damaging,2
LMNTD1 (160492)_damaging,damaging,2
RASSF8 (11228)_damaging,damaging,3
BHLHE41 (79365)_damaging,damaging,3
SSPN (8082)_damaging,damaging,3
ITPR2 (3709)_damaging,damaging,26
INTS13 (55726)_damaging,damaging,7
FGFR1OP2 (26127)_damaging,damaging,1
TM7SF3 (51768)_damaging,damaging,4
MED21 (9412)_damaging,damaging,2
C12orf71 (728858)_damaging,damaging,3
STK38L (23012)_damaging,damaging,5
BMAL2 (56938)_damaging,damaging,3
SMCO2 (341346)_damaging,damaging,4
PPFIBP1 (8496)_damaging,damaging,2
REP15 (387849)_damaging,damaging,0
MRPS35 (60488)_damaging,damaging,4
KLHL42 (57542)_damaging,damaging,5
PTHLH (5744)_damaging,damaging,3
CCDC91 (55297)_damaging,damaging,6
FAR2 (55711)_damaging,damaging,6
ERGIC2 (51290)_damaging,damaging,7
OVCH1 (341350)_damaging,damaging,16
TMTC1 (83857)_damaging,damaging,6
LINC02386 (105369717)_damaging,damaging,1
IPO8 (10526)_damaging,damaging,7
CAPRIN2 (65981)_damaging,damaging,1
TSPAN11 (441631)_damaging,damaging,3
SINHCAF (58516)_damaging,damaging,0
DENND5B (160518)_damaging,damaging,3
ETFBKMT (254013)_damaging,damaging,5
AMN1 (196394)_damaging,damaging,2
H3-5 (440093)_damaging,damaging,1
RESF1 (55196)_damaging,damaging,10
BICD1 (636)_damaging,damaging,7
FGD4 (121512)_damaging,damaging,2
DNM1L (10059)_damaging,damaging,2
YARS2 (51067)_damaging,damaging,4
PKP2 (5318)_damaging,damaging,3
SYT10 (341359)_damaging,damaging,8
ALG10 (84920)_damaging,damaging,7
CLUHP8 (100418733)_damaging,damaging,1
ALG10B (144245)_damaging,damaging,5
CPNE8 (144402)_damaging,damaging,8
KIF21A (55605)_damaging,damaging,25
ABCD2 (225)_damaging,damaging,2
REDIC1 (283461)_damaging,damaging,7
SLC2A13 (114134)_damaging,damaging,6
LINC02471 (105369734)_damaging,damaging,1
LRRK2 (120892)_damaging,damaging,36
MUC19 (283463)_damaging,damaging,78
CNTN1 (1272)_damaging,damaging,19
PDZRN4 (29951)_damaging,damaging,12
LINC02400 (101927038)_damaging,damaging,1
GXYLT1 (283464)_damaging,damaging,4
YAF2 (10138)_damaging,damaging,2
ZCRB1 (85437)_damaging,damaging,0
PPHLN1 (51535)_damaging,damaging,4
PRICKLE1 (144165)_damaging,damaging,4
LINC02402 (101927058)_damaging,damaging,0
LINC02450 (105369739)_damaging,damaging,0
ADAMTS20 (80070)_damaging,damaging,29
PUS7L (83448)_damaging,damaging,3
IRAK4 (51135)_damaging,damaging,4
TWF1 (5756)_damaging,damaging,2
TMEM117 (84216)_damaging,damaging,0
NELL2 (4753)_damaging,damaging,7
DBX2 (440097)_damaging,damaging,1
ANO6 (196527)_damaging,damaging,11
ARID2 (196528)_damaging,damaging,37
SCAF11 (9169)_damaging,damaging,7
SLC38A1 (81539)_damaging,damaging,4
SLC38A2 (54407)_damaging,damaging,1
SLC38A4-AS1 (100288798)_damaging,damaging,0
SLC38A4 (55089)_damaging,damaging,7
AMIGO2 (347902)_damaging,damaging,3
PCED1B (91523)_damaging,damaging,1
LINC02156 (111082992)_damaging,damaging,0
RPAP3 (79657)_damaging,damaging,7
ENDOU (8909)_damaging,damaging,3
RAPGEF3 (10411)_damaging,damaging,9
SLC48A1 (55652)_damaging,damaging,0
HDAC7 (51564)_damaging,damaging,12
VDR (7421)_damaging,damaging,5
TMEM106C (79022)_damaging,damaging,1
COL2A1 (1280)_damaging,damaging,20
SENP1 (29843)_damaging,damaging,3
PFKM (5213)_damaging,damaging,2
CCDC184 (387856)_damaging,damaging,1
OR10AD1 (121275)_damaging,damaging,0
H1-7 (341567)_damaging,damaging,1
ZNF641 (121274)_damaging,damaging,5
ANP32D (23519)_damaging,damaging,2
C12orf54 (121273)_damaging,damaging,2
OR8S1 (341568)_damaging,damaging,4
OR5BS1P (390313)_damaging,damaging,4
LALBA (3906)_damaging,damaging,2
KANSL2 (54934)_damaging,damaging,3
CCNT1 (904)_damaging,damaging,4
SPMIP11 (255411)_damaging,damaging,0
ADCY6 (112)_damaging,damaging,8
CACNB3 (784)_damaging,damaging,2
DDX23 (9416)_damaging,damaging,4
CCDC65 (85478)_damaging,damaging,6
FKBP11 (51303)_damaging,damaging,1
WNT10B (7480)_damaging,damaging,3
WNT1 (7471)_damaging,damaging,16
DDN (23109)_damaging,damaging,9
PRKAG1 (5571)_damaging,damaging,4
